Year,Month,Solar_Radiation,Root_Zone_Moisture,Surface_Moisture,Precipitation,Humidity,Temperature,Skin_Temperature,Wind_Speed,Region,Production_Weight,Zone
2021,5,21.56,0.57,0.6,5.13,12.03,17.39,18.22,2.33,Meru,0.15,Eastern
2021,11,21.89,0.47,0.48,5.84,11.67,18.46,19.94,2.56,Meru,0.15,Eastern
2021,10,22.4,0.45,0.44,2.43,10.6,18.66,20.38,2.8,Meru,0.15,Eastern
2021,9,23.24,0.46,0.44,1.23,10.03,18.11,20.02,3.52,Meru,0.15,Eastern
2022,4,21.88,0.62,0.65,14.83,12.35,17.92,18.74,2.58,Meru,0.15,Eastern
2022,8,20.28,0.61,0.65,6.22,10.52,15.7,16.59,2.8,Meru,0.15,Eastern
2022,12,21.19,0.59,0.62,2.44,11.9,16.61,17.33,2.02,Meru,0.15,Eastern
2022,2,24.16,0.47,0.46,1.13,10.83,18.11,19.19,1.82,Meru,0.15,Eastern
2022,1,23.88,0.52,0.54,1.41,10.69,16.35,16.89,1.71,Meru,0.15,Eastern
2022,7,19.97,0.54,0.57,2.37,10.28,15.6,16.48,3.06,Meru,0.15,Eastern
2022,6,21.23,0.6,0.62,1.08,10.73,15.96,16.6,2.89,Meru,0.15,Eastern
2022,3,25.87,0.55,0.58,7.5,11.44,17.82,18.52,1.99,Meru,0.15,Eastern
2022,5,22.85,0.7,0.72,2.08,12.22,17.15,17.68,2.47,Meru,0.15,Eastern
2022,11,19.18,0.6,0.64,6.27,12.36,16.8,17.72,2.47,Meru,0.15,Eastern
2022,10,24.54,0.58,0.6,1.44,10.51,17.02,18.14,2.97,Meru,0.15,Eastern
2022,9,23.7,0.66,0.69,6.91,10.95,16.36,17.32,3.04,Meru,0.15,Eastern
2023,4,20.41,0.61,0.67,12.76,13.0,17.56,18.31,2.73,Meru,0.15,Eastern
2023,8,22.76,0.6,0.62,2.08,10.72,16.66,17.68,3.44,Meru,0.15,Eastern
2023,12,21.53,0.75,0.76,2.73,12.96,17.01,17.63,1.88,Meru,0.15,Eastern
2023,2,26.06,0.45,0.43,0.53,9.79,18.4,19.64,2.16,Meru,0.15,Eastern
2023,1,24.52,0.53,0.53,1.18,10.45,16.6,17.25,2.06,Meru,0.15,Eastern
2023,7,21.07,0.66,0.68,1.93,11.13,16.17,16.87,2.92,Meru,0.15,Eastern
2023,6,21.36,0.72,0.75,8.17,11.93,16.63,17.2,2.27,Meru,0.15,Eastern
2023,3,23.3,0.45,0.44,2.84,11.37,18.8,20.29,2.48,Meru,0.15,Eastern
2023,5,22.53,0.65,0.68,3.79,12.5,17.44,18.04,2.86,Meru,0.15,Eastern
2023,11,17.44,0.76,0.79,11.2,13.07,16.88,17.53,2.61,Meru,0.15,Eastern
2023,10,22.4,0.56,0.6,8.78,11.82,18.13,19.28,3.32,Meru,0.15,Eastern
2023,9,24.21,0.54,0.55,2.11,11.27,18.29,19.77,3.03,Meru,0.15,Eastern
2024,4,21.13,0.78,0.8,15.93,13.83,18.11,18.52,2.11,Meru,0.15,Eastern
2024,8,19.33,0.68,0.7,2.64,11.3,16.45,17.23,2.71,Meru,0.15,Eastern
2024,12,22.4,0.64,0.67,2.15,12.2,17.11,17.69,1.85,Meru,0.15,Eastern
2024,2,23.87,0.76,0.77,9.7,13.06,17.66,18.03,1.82,Meru,0.15,Eastern
2024,1,22.03,0.72,0.74,3.72,12.41,17.15,17.45,1.47,Meru,0.15,Eastern
2024,7,18.3,0.72,0.74,2.9,11.8,16.37,16.87,1.98,Meru,0.15,Eastern
2024,6,21.83,0.8,0.8,0.85,11.48,16.37,16.8,2.32,Meru,0.15,Eastern
2024,3,25.05,0.72,0.74,2.29,13.33,18.17,18.79,2.27,Meru,0.15,Eastern
2024,5,22.23,0.94,0.9,9.75,13.4,17.82,18.08,1.98,Meru,0.15,Eastern
2024,11,19.15,0.62,0.67,10.75,13.18,17.85,18.64,2.43,Meru,0.15,Eastern
2024,10,23.61,0.55,0.56,1.57,11.2,18.38,19.58,2.81,Meru,0.15,Eastern
2024,9,24.53,0.62,0.64,2.07,10.93,17.39,18.41,3.05,Meru,0.15,Eastern
2025,4,22.2,0.59,0.64,9.49,13.13,18.2,19.04,2.28,Meru,0.15,Eastern
2025,8,19.56,0.67,0.71,10.93,11.05,15.91,16.72,2.14,Meru,0.15,Eastern
2025,12,,0.55,0.57,2.87,12.05,17.73,18.64,2.05,Meru,0.15,Eastern
2025,2,26.19,0.51,0.51,0.34,10.47,18.19,19.07,2.1,Meru,0.15,Eastern
2025,1,23.63,0.56,0.57,2.16,10.89,17.44,17.98,1.79,Meru,0.15,Eastern
2025,7,20.56,0.54,0.56,3.43,10.7,16.75,17.89,2.29,Meru,0.15,Eastern
2025,6,21.08,0.55,0.56,1.32,11.22,17.19,18.04,2.45,Meru,0.15,Eastern
2025,3,22.61,0.48,0.48,3.16,12.21,19.14,20.4,2.41,Meru,0.15,Eastern
2025,5,22.55,0.63,0.66,3.73,12.46,17.81,18.37,2.51,Meru,0.15,Eastern
2025,11,21.15,0.61,0.63,2.81,12.17,17.34,18.28,2.44,Meru,0.15,Eastern
2025,10,22.41,0.61,0.63,4.02,11.54,17.61,18.69,2.38,Meru,0.15,Eastern
2025,9,24.93,0.66,0.68,1.82,10.94,17.12,18.11,2.46,Meru,0.15,Eastern
1990,4,21.82,0.86,0.86,12.36,13.64,19.49,20.35,1.64,Kisii,0.15,Western
1990,8,21.18,0.66,0.67,3.23,11.48,18.99,21.13,2.28,Kisii,0.15,Western
1990,12,21.61,0.58,0.59,2.32,11.37,20.35,22.29,2.15,Kisii,0.15,Western
1990,2,22.29,0.64,0.66,8.36,12.65,20.33,21.9,1.59,Kisii,0.15,Western
1990,1,22.44,0.7,0.72,3.56,11.21,19.77,20.91,2.05,Kisii,0.15,Western
1990,7,21.31,0.72,0.73,2.73,11.17,18.29,19.98,2.19,Kisii,0.15,Western
1990,6,22.01,0.79,0.81,1.87,11.94,18.7,20.03,2.27,Kisii,0.15,Western
1990,3,20.78,0.79,0.8,7.35,13.33,20.06,21.33,1.52,Kisii,0.15,Western
1990,5,21.32,0.86,0.86,6.02,13.5,19.61,20.59,1.85,Kisii,0.15,Western
1990,11,22.35,0.64,0.65,3.34,12.15,20.34,22.09,2.24,Kisii,0.15,Western
1990,10,22.39,0.58,0.6,4.2,11.73,20.44,22.85,1.96,Kisii,0.15,Western
1990,9,23.58,0.62,0.62,1.91,11.09,20.09,22.68,2.32,Kisii,0.15,Western
1991,4,21.88,0.61,0.63,4.89,12.7,21.32,23.35,1.74,Kisii,0.15,Western
1991,8,21.0,0.6,0.61,3.85,11.46,19.35,21.55,1.8,Kisii,0.15,Western
1991,12,21.71,0.58,0.57,2.02,11.44,20.33,22.22,2.21,Kisii,0.15,Western
1991,2,24.74,0.54,0.51,2.07,10.5,22.23,24.96,2.07,Kisii,0.15,Western
1991,1,22.0,0.58,0.59,4.57,11.07,21.01,23.13,2.1,Kisii,0.15,Western
1991,7,18.42,0.63,0.65,1.82,11.01,18.67,20.41,2.2,Kisii,0.15,Western
1991,6,19.7,0.7,0.74,5.6,12.71,19.21,20.46,1.67,Kisii,0.15,Western
1991,3,23.48,0.53,0.53,5.17,10.99,22.6,25.4,2.34,Kisii,0.15,Western
1991,5,19.81,0.64,0.67,6.07,13.18,20.48,22.07,1.95,Kisii,0.15,Western
1991,11,22.32,0.64,0.67,2.43,12.14,19.91,21.32,1.87,Kisii,0.15,Western
1991,10,21.71,0.63,0.65,6.87,12.01,19.88,21.76,1.63,Kisii,0.15,Western
1991,9,23.48,0.59,0.6,2.93,11.28,20.27,22.63,1.86,Kisii,0.15,Western
1992,4,22.05,0.6,0.63,8.0,12.85,21.39,23.39,1.94,Kisii,0.15,Western
1992,8,20.94,0.62,0.63,3.39,10.89,19.01,21.21,2.06,Kisii,0.15,Western
1992,12,20.48,0.56,0.56,3.1,11.86,20.94,22.98,1.97,Kisii,0.15,Western
1992,2,22.68,0.51,0.48,2.34,10.85,22.3,25.22,2.24,Kisii,0.15,Western
1992,1,22.89,0.52,0.49,0.87,10.58,22.08,24.7,2.35,Kisii,0.15,Western
1992,7,19.21,0.65,0.68,3.71,11.28,18.39,20.07,2.19,Kisii,0.15,Western
1992,6,18.43,0.64,0.67,5.44,12.18,19.03,20.62,2.07,Kisii,0.15,Western
1992,3,24.02,0.48,0.38,1.31,9.81,24.18,27.89,2.66,Kisii,0.15,Western
1992,5,21.39,0.65,0.68,4.32,12.38,20.15,21.73,2.35,Kisii,0.15,Western
1992,11,22.52,0.57,0.57,2.23,11.19,20.62,22.63,2.25,Kisii,0.15,Western
1992,10,21.77,0.61,0.62,4.48,12.01,20.13,22.36,1.61,Kisii,0.15,Western
1992,9,22.68,0.6,0.61,2.98,10.94,19.8,22.21,2.24,Kisii,0.15,Western
1993,4,23.15,0.5,0.48,3.23,11.23,22.79,25.87,2.13,Kisii,0.15,Western
1993,8,22.08,0.6,0.61,3.75,10.7,19.12,21.34,2.47,Kisii,0.15,Western
1993,12,22.37,0.54,0.53,2.14,11.35,21.45,23.57,2.3,Kisii,0.15,Western
1993,2,22.19,0.61,0.63,2.09,11.44,20.92,22.82,2.17,Kisii,0.15,Western
1993,1,20.06,0.63,0.65,7.01,11.78,19.81,21.26,2.14,Kisii,0.15,Western
1993,7,20.99,0.62,0.64,2.65,10.67,18.59,20.54,2.13,Kisii,0.15,Western
1993,6,19.51,0.67,0.71,6.61,12.12,19.05,20.55,2.44,Kisii,0.15,Western
1993,3,25.0,0.53,0.49,1.49,10.06,22.53,25.44,2.34,Kisii,0.15,Western
1993,5,20.45,0.63,0.66,6.07,12.55,20.43,22.07,2.06,Kisii,0.15,Western
1993,11,22.35,0.54,0.54,2.91,11.7,21.19,23.43,2.14,Kisii,0.15,Western
1993,10,23.29,0.52,0.51,2.42,10.9,21.39,24.39,2.19,Kisii,0.15,Western
1993,9,24.07,0.56,0.55,2.37,10.3,20.38,23.3,2.35,Kisii,0.15,Western
1994,4,22.58,0.6,0.62,7.25,12.58,21.64,23.83,2.09,Kisii,0.15,Western
1994,8,21.38,0.63,0.64,3.26,11.16,19.34,21.5,2.22,Kisii,0.15,Western
1994,12,23.11,0.65,0.67,1.73,11.83,20.22,21.61,2.26,Kisii,0.15,Western
1994,2,23.37,0.51,0.44,3.21,10.03,22.12,25.12,2.4,Kisii,0.15,Western
1994,1,23.29,0.48,0.39,0.66,9.56,22.91,26.2,2.75,Kisii,0.15,Western
1994,7,19.91,0.68,0.7,2.48,11.28,18.38,19.87,2.19,Kisii,0.15,Western
1994,6,19.93,0.71,0.74,5.9,12.26,18.75,20.12,1.85,Kisii,0.15,Western
1994,3,24.24,0.55,0.56,5.6,11.78,22.1,24.8,2.14,Kisii,0.15,Western
1994,5,21.26,0.7,0.74,6.24,12.78,19.82,21.13,2.39,Kisii,0.15,Western
1994,11,20.32,0.68,0.72,9.58,13.15,19.73,21.19,1.56,Kisii,0.15,Western
1994,10,23.05,0.55,0.56,2.98,11.69,21.07,23.65,1.91,Kisii,0.15,Western
1994,9,24.62,0.58,0.58,2.88,10.89,20.67,23.48,2.1,Kisii,0.15,Western
1995,4,22.51,0.57,0.59,6.71,12.36,22.22,24.68,2.12,Kisii,0.15,Western
1995,8,22.4,0.6,0.61,2.09,10.95,19.57,21.74,2.5,Kisii,0.15,Western
1995,12,21.59,0.56,0.55,1.79,11.34,21.0,23.18,2.27,Kisii,0.15,Western
1995,2,23.5,0.55,0.55,4.07,11.15,21.29,23.55,2.18,Kisii,0.15,Western
1995,1,23.65,0.54,0.53,1.16,9.94,21.05,23.16,2.35,Kisii,0.15,Western
1995,7,19.19,0.7,0.73,2.66,11.55,18.44,19.92,2.28,Kisii,0.15,Western
1995,6,20.38,0.71,0.74,6.03,12.73,19.13,20.55,1.68,Kisii,0.15,Western
1995,3,22.91,0.61,0.63,5.13,11.81,21.25,23.14,2.29,Kisii,0.15,Western
1995,5,20.9,0.71,0.75,7.74,13.15,20.01,21.36,2.26,Kisii,0.15,Western
1995,11,22.97,0.61,0.63,2.96,12.56,20.12,21.89,1.71,Kisii,0.15,Western
1995,10,20.74,0.61,0.63,4.69,12.39,20.31,22.43,1.67,Kisii,0.15,Western
1995,9,21.9,0.6,0.61,3.83,11.67,20.2,22.6,1.94,Kisii,0.15,Western
1996,4,23.04,0.67,0.7,4.73,12.65,20.86,22.57,1.95,Kisii,0.15,Western
1996,8,20.93,0.6,0.62,3.85,11.34,19.12,21.16,1.76,Kisii,0.15,Western
1996,12,22.49,0.6,0.61,2.34,11.32,20.67,22.5,2.18,Kisii,0.15,Western
1996,2,23.4,0.52,0.5,2.98,10.93,22.06,24.87,2.36,Kisii,0.15,Western
1996,1,23.47,0.52,0.51,2.01,10.65,21.41,23.93,2.26,Kisii,0.15,Western
1996,7,19.4,0.63,0.66,3.68,11.26,18.53,20.24,1.93,Kisii,0.15,Western
1996,6,17.48,0.64,0.67,4.28,12.15,18.93,20.53,1.93,Kisii,0.15,Western
1996,3,22.56,0.56,0.57,7.52,12.27,22.29,25.01,2.04,Kisii,0.15,Western
1996,5,20.61,0.62,0.64,3.78,12.53,20.18,21.81,2.04,Kisii,0.15,Western
1996,11,20.26,0.57,0.57,4.55,11.74,20.48,22.34,1.95,Kisii,0.15,Western
1996,10,22.88,0.6,0.61,2.68,11.53,20.37,22.57,1.78,Kisii,0.15,Western
1996,9,22.51,0.65,0.67,4.08,12.13,19.54,21.48,1.49,Kisii,0.15,Western
1997,4,20.27,0.76,0.8,15.51,13.51,19.57,20.85,1.54,Kisii,0.15,Western
1997,8,21.85,0.63,0.65,4.02,11.5,19.29,21.35,2.1,Kisii,0.15,Western
1997,12,19.0,0.8,0.81,8.4,13.35,19.69,20.65,1.77,Kisii,0.15,Western
1997,2,25.54,0.48,0.38,0.87,8.06,22.95,26.48,2.57,Kisii,0.15,Western
1997,1,22.88,0.53,0.51,1.62,10.48,21.59,23.95,2.28,Kisii,0.15,Western
1997,7,18.91,0.66,0.68,2.66,11.67,18.68,20.45,2.49,Kisii,0.15,Western
1997,6,20.3,0.7,0.73,2.65,12.08,19.27,20.53,2.82,Kisii,0.15,Western
1997,3,23.26,0.5,0.42,5.41,10.05,23.89,27.5,2.45,Kisii,0.15,Western
1997,5,20.79,0.82,0.82,3.85,12.71,19.05,19.96,2.09,Kisii,0.15,Western
1997,11,17.83,0.67,0.71,10.38,13.34,19.98,21.28,1.78,Kisii,0.15,Western
1997,10,20.87,0.54,0.55,3.4,11.83,21.34,23.62,2.5,Kisii,0.15,Western
1997,9,24.67,0.57,0.57,1.16,10.83,21.4,24.08,2.25,Kisii,0.15,Western
1998,4,22.24,0.67,0.7,4.47,13.7,21.43,22.81,2.18,Kisii,0.15,Western
1998,8,21.2,0.65,0.66,1.92,11.31,19.03,20.81,2.63,Kisii,0.15,Western
1998,12,23.18,0.49,0.4,0.6,9.52,22.51,25.92,3.13,Kisii,0.15,Western
1998,2,22.87,0.82,0.82,7.94,12.4,20.19,20.87,1.94,Kisii,0.15,Western
1998,1,19.41,0.83,0.83,8.12,13.37,19.94,20.71,1.98,Kisii,0.15,Western
1998,7,18.83,0.73,0.76,3.34,11.45,18.03,19.12,2.72,Kisii,0.15,Western
1998,6,18.97,0.79,0.8,4.27,12.5,18.75,19.77,2.44,Kisii,0.15,Western
1998,3,24.41,0.72,0.74,2.08,12.71,21.52,22.78,2.33,Kisii,0.15,Western
1998,5,22.38,0.77,0.8,9.77,13.79,19.88,20.98,1.99,Kisii,0.15,Western
1998,11,22.48,0.55,0.55,1.93,11.46,21.26,23.68,2.24,Kisii,0.15,Western
1998,10,22.44,0.57,0.59,3.44,12.02,20.62,22.95,1.79,Kisii,0.15,Western
1998,9,23.19,0.57,0.57,1.64,11.1,20.42,23.09,2.61,Kisii,0.15,Western
1999,4,22.36,0.65,0.68,4.85,12.77,20.63,22.26,1.92,Kisii,0.15,Western
1999,8,20.89,0.51,0.5,2.07,10.55,19.9,22.65,2.34,Kisii,0.15,Western
1999,12,21.62,0.59,0.6,2.2,11.64,20.55,22.39,1.9,Kisii,0.15,Western
1999,2,25.56,0.47,0.28,0.17,7.08,23.99,28.04,3.67,Kisii,0.15,Western
1999,1,22.79,0.5,0.45,2.31,9.91,21.76,24.77,2.39,Kisii,0.15,Western
1999,7,20.97,0.5,0.47,1.94,9.88,19.86,22.87,2.48,Kisii,0.15,Western
1999,6,21.05,0.52,0.5,1.21,10.46,20.38,22.98,2.63,Kisii,0.15,Western
1999,3,20.48,0.59,0.62,8.73,12.37,21.49,23.73,1.95,Kisii,0.15,Western
1999,5,21.99,0.6,0.6,1.68,11.76,20.44,22.3,2.5,Kisii,0.15,Western
1999,11,20.12,0.54,0.56,5.93,11.86,20.54,22.5,1.76,Kisii,0.15,Western
1999,10,22.75,0.51,0.5,2.19,10.84,21.5,24.69,1.77,Kisii,0.15,Western
1999,9,22.76,0.51,0.47,2.44,10.08,21.34,24.78,2.41,Kisii,0.15,Western
2000,4,22.09,0.51,0.5,3.31,11.49,22.2,24.96,2.04,Kisii,0.15,Western
2000,8,21.53,0.5,0.5,2.52,10.42,20.22,23.16,2.08,Kisii,0.15,Western
2000,12,21.4,0.65,0.68,5.19,12.06,20.35,21.89,1.82,Kisii,0.15,Western
2000,2,25.43,0.48,0.37,1.47,7.78,23.08,26.56,2.86,Kisii,0.15,Western
2000,1,24.31,0.51,0.47,0.62,8.96,22.27,24.85,2.89,Kisii,0.15,Western
2000,7,20.15,0.49,0.48,1.93,10.29,19.77,22.42,2.14,Kisii,0.15,Western
2000,6,20.54,0.49,0.46,1.41,10.29,20.57,23.38,2.6,Kisii,0.15,Western
2000,3,24.52,0.49,0.45,2.17,10.41,23.3,26.66,2.44,Kisii,0.15,Western
2000,5,21.12,0.51,0.5,2.45,11.37,21.69,24.44,2.39,Kisii,0.15,Western
2000,11,20.22,0.6,0.61,5.64,12.1,20.69,22.55,1.85,Kisii,0.15,Western
2000,10,21.78,0.54,0.54,4.96,11.26,21.17,23.95,1.66,Kisii,0.15,Western
2000,9,22.44,0.51,0.51,2.88,10.66,20.98,24.0,2.0,Kisii,0.15,Western
2001,4,21.34,0.73,0.76,6.59,13.1,20.55,22.0,2.0,Kisii,0.15,Western
2001,8,20.54,0.65,0.66,4.1,11.34,19.16,20.94,1.87,Kisii,0.15,Western
2001,12,22.34,0.62,0.63,1.11,11.44,20.84,22.39,2.44,Kisii,0.15,Western
2001,2,25.15,0.67,0.69,2.82,11.09,20.92,22.37,1.89,Kisii,0.15,Western
2001,1,19.59,0.68,0.71,7.88,12.18,19.36,20.67,1.85,Kisii,0.15,Western
2001,7,19.14,0.63,0.65,2.75,11.45,18.64,20.48,1.8,Kisii,0.15,Western
2001,6,18.93,0.69,0.72,2.89,11.81,18.82,20.32,1.86,Kisii,0.15,Western
2001,3,22.28,0.62,0.64,8.46,11.76,21.36,23.34,1.68,Kisii,0.15,Western
2001,5,20.65,0.72,0.76,5.34,12.91,19.89,21.1,2.11,Kisii,0.15,Western
2001,11,20.67,0.71,0.75,5.82,12.88,19.53,20.8,1.52,Kisii,0.15,Western
2001,10,21.19,0.62,0.63,4.8,12.08,20.24,22.3,1.51,Kisii,0.15,Western
2001,9,22.47,0.61,0.63,3.65,12.23,19.94,22.15,1.5,Kisii,0.15,Western
2002,4,21.35,0.59,0.61,7.78,12.56,21.93,24.11,1.99,Kisii,0.15,Western
2002,8,20.21,0.55,0.55,2.37,10.92,20.09,22.77,2.1,Kisii,0.15,Western
2002,12,19.72,0.67,0.71,6.28,12.75,19.94,21.23,1.8,Kisii,0.15,Western
2002,2,23.93,0.53,0.51,1.65,9.94,21.99,24.59,2.46,Kisii,0.15,Western
2002,1,20.77,0.6,0.61,4.26,11.37,20.05,21.73,1.99,Kisii,0.15,Western
2002,7,20.67,0.56,0.56,1.85,10.84,20.17,22.54,2.19,Kisii,0.15,Western
2002,6,19.6,0.62,0.64,2.03,11.72,19.68,21.34,1.86,Kisii,0.15,Western
2002,3,23.27,0.57,0.59,5.17,12.39,21.97,24.43,1.8,Kisii,0.15,Western
2002,5,20.54,0.73,0.76,5.45,12.99,19.97,21.25,1.79,Kisii,0.15,Western
2002,11,21.28,0.68,0.72,8.15,12.72,20.16,21.65,1.52,Kisii,0.15,Western
2002,10,22.84,0.53,0.55,5.43,11.77,21.4,24.25,1.8,Kisii,0.15,Western
2002,9,23.9,0.5,0.46,1.29,10.03,21.77,25.4,2.34,Kisii,0.15,Western
2003,4,21.7,0.62,0.64,8.76,12.31,21.23,23.14,2.0,Kisii,0.15,Western
2003,8,19.34,0.61,0.63,3.39,11.66,19.15,21.02,1.99,Kisii,0.15,Western
2003,12,22.75,0.61,0.62,3.96,11.05,20.19,21.82,2.15,Kisii,0.15,Western
2003,2,24.06,0.56,0.55,2.05,10.13,21.82,23.86,2.49,Kisii,0.15,Western
2003,1,23.01,0.67,0.69,2.45,11.03,20.25,21.45,1.96,Kisii,0.15,Western
2003,7,18.88,0.66,0.67,1.86,11.16,18.56,20.11,2.58,Kisii,0.15,Western
2003,6,18.48,0.73,0.76,4.23,12.45,18.93,20.15,2.37,Kisii,0.15,Western
2003,3,24.35,0.52,0.49,4.34,10.61,23.25,26.47,2.12,Kisii,0.15,Western
2003,5,19.43,0.77,0.79,6.56,13.16,19.57,20.49,2.26,Kisii,0.15,Western
2003,11,21.33,0.58,0.6,4.46,12.31,20.96,22.84,1.93,Kisii,0.15,Western
2003,10,22.81,0.55,0.55,3.04,11.74,21.48,24.03,1.84,Kisii,0.15,Western
2003,9,23.38,0.6,0.61,2.87,11.35,20.74,23.3,2.13,Kisii,0.15,Western
2004,4,20.25,0.65,0.7,8.7,13.56,20.45,21.85,1.61,Kisii,0.15,Western
2004,8,21.13,0.53,0.53,2.42,10.93,20.33,23.06,1.9,Kisii,0.15,Western
2004,12,22.44,0.57,0.58,4.79,11.82,20.99,22.96,2.01,Kisii,0.15,Western
2004,2,22.53,0.54,0.54,3.5,11.28,21.79,24.05,2.18,Kisii,0.15,Western
2004,1,21.68,0.58,0.59,3.63,12.11,21.47,23.44,1.93,Kisii,0.15,Western
2004,7,21.81,0.54,0.53,1.56,10.26,19.69,22.17,2.12,Kisii,0.15,Western
2004,6,21.1,0.61,0.62,1.29,10.97,19.35,21.13,2.64,Kisii,0.15,Western
2004,3,22.14,0.54,0.54,3.25,11.62,22.55,24.97,2.03,Kisii,0.15,Western
2004,5,21.68,0.7,0.73,3.67,12.79,19.78,21.0,1.8,Kisii,0.15,Western
2004,11,21.74,0.55,0.56,4.21,11.93,21.06,23.35,1.91,Kisii,0.15,Western
2004,10,22.74,0.53,0.53,2.15,11.28,21.66,24.27,2.11,Kisii,0.15,Western
2004,9,22.85,0.54,0.55,4.4,11.39,20.87,23.66,1.94,Kisii,0.15,Western
2005,4,22.31,0.61,0.63,4.67,12.54,21.83,23.54,2.06,Kisii,0.15,Western
2005,8,21.24,0.55,0.55,2.64,11.41,20.22,22.78,2.01,Kisii,0.15,Western
2005,12,23.38,0.49,0.39,0.72,9.06,22.68,25.76,2.83,Kisii,0.15,Western
2005,2,25.18,0.53,0.5,1.94,9.72,22.81,25.12,2.6,Kisii,0.15,Western
2005,1,23.33,0.56,0.56,3.54,11.17,21.31,23.51,2.06,Kisii,0.15,Western
2005,7,19.81,0.57,0.56,1.53,10.8,19.38,21.41,2.8,Kisii,0.15,Western
2005,6,19.69,0.64,0.66,1.31,12.1,19.61,21.11,2.21,Kisii,0.15,Western
2005,3,23.79,0.56,0.57,5.91,12.14,22.41,24.93,1.98,Kisii,0.15,Western
2005,5,19.99,0.65,0.7,6.73,13.05,19.75,21.2,1.87,Kisii,0.15,Western
2005,11,22.67,0.53,0.52,2.48,11.58,21.55,23.91,2.14,Kisii,0.15,Western
2005,10,23.39,0.51,0.5,2.34,10.94,21.59,24.55,1.9,Kisii,0.15,Western
2005,9,21.65,0.54,0.54,2.74,11.33,21.01,23.68,2.14,Kisii,0.15,Western
2006,4,21.95,0.64,0.68,6.82,13.09,20.23,21.81,1.72,Kisii,0.15,Western
2006,8,21.15,0.54,0.53,1.77,11.37,20.2,22.65,1.93,Kisii,0.15,Western
2006,12,19.15,0.84,0.84,9.75,13.35,19.06,20.07,1.61,Kisii,0.15,Western
2006,2,24.11,0.48,0.41,2.34,10.25,23.56,27.23,2.44,Kisii,0.15,Western
2006,1,23.36,0.48,0.39,1.78,9.41,23.25,26.52,2.84,Kisii,0.15,Western
2006,7,19.56,0.58,0.58,1.24,11.62,19.46,21.54,2.04,Kisii,0.15,Western
2006,6,20.88,0.64,0.67,2.15,12.01,19.22,20.68,2.08,Kisii,0.15,Western
2006,3,21.55,0.56,0.57,5.33,12.42,21.61,24.06,1.88,Kisii,0.15,Western
2006,5,20.82,0.7,0.74,5.94,13.19,19.66,20.74,1.8,Kisii,0.15,Western
2006,11,18.65,0.73,0.76,13.7,13.15,19.48,20.77,1.55,Kisii,0.15,Western
2006,10,23.1,0.54,0.54,5.16,11.45,21.91,24.62,2.1,Kisii,0.15,Western
2006,9,23.07,0.52,0.53,3.36,10.9,20.92,23.99,2.28,Kisii,0.15,Western
2007,4,21.83,0.71,0.73,6.39,13.05,20.94,22.55,1.68,Kisii,0.15,Western
2007,8,21.03,0.68,0.7,3.27,12.11,19.02,20.72,1.74,Kisii,0.15,Western
2007,12,22.76,0.6,0.61,3.67,10.89,20.26,22.01,2.22,Kisii,0.15,Western
2007,2,22.37,0.79,0.81,4.7,12.38,19.79,20.66,1.85,Kisii,0.15,Western
2007,1,21.86,0.83,0.84,5.35,12.2,19.7,20.47,1.78,Kisii,0.15,Western
2007,7,18.58,0.68,0.69,2.81,11.98,18.41,19.94,1.88,Kisii,0.15,Western
2007,6,18.37,0.72,0.74,2.4,12.48,18.54,19.67,1.74,Kisii,0.15,Western
2007,3,24.76,0.72,0.74,3.8,11.98,20.93,22.23,2.23,Kisii,0.15,Western
2007,5,21.83,0.74,0.77,5.16,13.07,20.15,21.45,2.05,Kisii,0.15,Western
2007,11,21.72,0.6,0.61,3.44,11.92,20.72,22.71,1.94,Kisii,0.15,Western
2007,10,23.02,0.64,0.65,3.19,11.94,20.51,22.68,1.88,Kisii,0.15,Western
2007,9,21.83,0.67,0.69,4.34,11.9,19.55,21.28,1.87,Kisii,0.15,Western
2008,4,22.79,0.7,0.73,5.19,12.47,19.95,21.24,2.16,Kisii,0.15,Western
2008,8,20.95,0.56,0.57,2.25,11.71,19.79,22.22,1.76,Kisii,0.15,Western
2008,12,23.56,0.62,0.63,1.19,11.36,20.73,22.34,2.23,Kisii,0.15,Western
2008,2,23.84,0.54,0.53,2.65,10.7,21.21,23.64,2.32,Kisii,0.15,Western
2008,1,22.89,0.54,0.53,1.93,10.54,21.01,23.18,2.31,Kisii,0.15,Western
2008,7,19.38,0.58,0.59,2.26,11.5,18.64,20.56,1.84,Kisii,0.15,Western
2008,6,19.99,0.64,0.66,2.03,11.92,18.96,20.57,1.95,Kisii,0.15,Western
2008,3,23.01,0.57,0.58,9.15,11.78,21.33,23.77,1.98,Kisii,0.15,Western
2008,5,22.45,0.65,0.68,3.56,12.26,20.13,21.81,2.15,Kisii,0.15,Western
2008,11,21.4,0.72,0.76,6.45,12.86,19.82,21.04,1.61,Kisii,0.15,Western
2008,10,21.07,0.66,0.7,7.69,12.83,20.08,21.69,1.48,Kisii,0.15,Western
2008,9,22.48,0.56,0.57,3.16,12.09,20.42,22.78,1.77,Kisii,0.15,Western
2009,4,22.19,0.64,0.68,8.16,13.36,20.6,22.14,1.87,Kisii,0.15,Western
2009,8,21.87,0.55,0.55,2.19,11.42,20.42,23.05,2.09,Kisii,0.15,Western
2009,12,20.62,0.65,0.68,9.68,12.44,20.3,21.75,1.7,Kisii,0.15,Western
